"当地时间 杭州市(机场)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.11.2024 11:00";"14.9";"762.4";"766.3";"-0.6";"89";"从西南方吹来的风";"1";"";"4";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"12.8";"17.9";"";"";"2500或更高，或无云。";"";"";"5.0";"13.1";"1.0";"12";"";"";"";"";
"25.11.2024 08:00";"13.7";"763.0";"766.9";"0.7";"94";"从西北方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.7";"17.9";"";"";"2500或更高，或无云。";"";"";"9.0";"12.8";"0.9";"12";"";"";"";"";
"25.11.2024 05:00";"13.0";"762.3";"766.2";"-1.1";"95";"从北方吹来的风";"1";"";"6";"";"小雨（不冻） ";"";"";"11.0";"17.9";"";"";"2500或更高，或无云。";"";"";"8.0";"12.2";"0.9";"12";"";"";"";"";
"25.11.2024 02:00";"13.0";"763.4";"767.3";"-1.4";"96";"从西南偏南方向吹来的风";"1";"";"6";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.0";"17.9";"";"";"2500或更高，或无云。";"";"";"6.0";"12.4";"0.9";"12";"";"";"";"";
"24.11.2024 23:00";"13.9";"764.8";"768.7";"-0.3";"89";"从东南偏东方向吹来的风";"1";"";"";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"11.0";"17.9";"";"";"2500或更高，或无云。";"";"";"8.0";"12.1";"0.6";"12";"";"";"";"";
"24.11.2024 20:00";"15.1";"765.1";"769.1";"0.5";"75";"从东方吹来的风";"2";"";"6";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.0";"17.9";"";"";"2500或更高，或无云。";"";"";"17.0";"10.7";"无降水";"12";"";"";"";"";
"24.11.2024 17:00";"16.2";"764.6";"768.6";"-0.3";"65";"从东方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.0";"17.9";"";"";"2500或更高，或无云。";"";"";"17.0";"9.6";"无降水";"12";"";"";"";"";
"24.11.2024 14:00";"17.7";"764.9";"768.8";"-1.7";"56";"从东南方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.0";"17.7";"";"";"2500或更高，或无云。";"";"";"19.0";"8.8";"无降水";"12";"";"";"";"";
"24.11.2024 11:00";"16.8";"766.6";"770.6";"-0.9";"58";"从东方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.0";"16.8";"";"";"2500或更高，或无云。";"";"";"18.0";"8.5";"无降水";"12";"";"";"";"";
"24.11.2024 08:00";"11.7";"767.5";"771.5";"0.9";"82";"从西北方吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"11.0";"";"";"";"2500或更高，或无云。";"";"";"19.0";"8.7";"无降水";"12";"";"";"";"";
"24.11.2024 05:00";"11.7";"766.6";"770.6";"-0.3";"78";"从东北偏北方向吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"10.8";"16.8";"";"";"2500或更高，或无云。";"";"";"22.0";"8.0";"无降水";"12";"";"";"";"";
"24.11.2024 02:00";"12.8";"766.9";"770.9";"-0.6";"73";"从东北方吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.8";"16.8";"";"";"2500或更高，或无云。";"";"";"23.0";"8.1";"无降水";"12";"";"";"";"";
"23.11.2024 23:00";"12.2";"767.5";"771.5";"0.6";"74";"从西北方吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"10.8";"16.8";"";"";"2500或更高，或无云。";"";"";"14.0";"7.7";"无降水";"12";"";"";"";"";
"23.11.2024 20:00";"12.6";"766.9";"770.8";"0.8";"67";"从东北方吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.8";"16.8";"";"";"2500或更高，或无云。";"";"";"15.0";"6.6";"无降水";"12";"";"";"";"";
"23.11.2024 17:00";"14.7";"766.1";"770.1";"-0.2";"55";"从东方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.8";"16.8";"";"";"2500或更高，或无云。";"";"";"18.0";"5.8";"无降水";"12";"";"";"";"";
"23.11.2024 14:00";"16.3";"766.3";"770.2";"-1.8";"48";"从东北方吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.8";"16.6";"";"";"2500或更高，或无云。";"";"";"19.0";"5.3";"无降水";"12";"";"";"";"";
"23.11.2024 11:00";"16.3";"768.1";"772.1";"";"50";"从东方吹来的风";"2";"";"6";"";" ";"";"";"10.8";"16.4";"";"";"";"";"";"30.0";"5.9";"无降水";"6";"";"";"";"";
"23.11.2024 08:00";"12.5";"768.5";"772.5";"";"64";"从北方吹来的风";"3";"";"5";"";" ";"";"";"10.8";"";"";"";"";"";"";"23.0";"5.7";"无降水";"6";"";"";"";"";
"23.11.2024 05:00";"12.2";"767.2";"771.2";"";"70";"从北方吹来的风";"2";"";"5";"";" ";"";"";"9.9";"16.0";"";"";"";"";"";"22.0";"6.9";"无降水";"6";"";"";"";"";
"23.11.2024 02:00";"12.6";"766.9";"770.8";"";"74";"从东北偏北方向吹来的风";"1";"";"6";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.4";"16.0";"";"";"";"";"";"6.0";"8.1";"无降水";"6";"";"";"";"";
"22.11.2024 23:00";"11.9";"766.7";"770.7";"";"74";"从西北方吹来的风";"2";"";"6";"";"霾 ";"";"";"9.4";"16.0";"";"";"";"";"";"3.3";"7.4";"无降水";"6";"";"";"";"";
"22.11.2024 20:00";"12.0";"766.3";"770.3";"";"74";"从西北方吹来的风";"2";"";"6";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.4";"16.0";"";"";"";"";"";"4.3";"7.5";"无降水";"6";"";"";"";"";
"22.11.2024 17:00";"14.1";"765.5";"769.5";"";"59";"从东北偏北方向吹来的风";"2";"";"6";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.4";"16.0";"";"";"";"";"";"4.7";"6.2";"无降水";"6";"";"";"";"";
"22.11.2024 14:00";"15.0";"765.2";"769.2";"";"56";"从南方吹来的风";"1";"";"6";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.4";"15.6";"";"";"";"";"";"5.0";"6.3";"无降水";"6";"";"";"";"";
"22.11.2024 11:00";"13.8";"766.4";"770.4";"";"60";"无风";"0";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.4";"15.3";"";"";"";"";"";"5.0";"6.2";"无降水";"6";"";"";"";"";
"22.11.2024 08:00";"10.9";"766.7";"770.7";"";"85";"从西北方吹来的风";"2";"";"4";"";" ";"";"";"9.4";"15.3";"";"";"";"";"";"7.0";"8.5";"无降水";"6";"";"";"";"";
"22.11.2024 05:00";"10.6";"765.6";"769.6";"";"83";"从西北方吹来的风";"2";"";"4";"";" ";"";"";"9.4";"15.3";"";"";"";"";"";"8.0";"7.8";"无降水";"6";"";"";"";"";
"22.11.2024 02:00";"10.2";"765.4";"769.4";"";"82";"从西北偏西方向吹来的风";"2";"";"4";"";" ";"";"";"9.6";"15.3";"";"";"";"";"";"8.0";"7.3";"无降水";"6";"";"";"";"";
"21.11.2024 23:00";"11.4";"765.7";"769.7";"";"79";"从西北方吹来的风";"1";"";"6";"";" ";"";"";"11.4";"15.3";"";"";"";"";"";"8.0";"7.9";"无降水";"6";"";"";"";"";
"21.11.2024 20:00";"12.6";"765.4";"769.3";"";"75";"从西北偏西方向吹来的风";"2";"";"6";"";" ";"";"";"11.8";"15.3";"";"";"";"";"";"17.0";"8.3";"无降水";"6";"";"";"";"";
"21.11.2024 17:00";"13.7";"764.7";"768.7";"";"68";"从西北偏西方向吹来的风";"2";"";"6";"";" ";"";"";"11.8";"15.3";"";"";"";"";"";"12.0";"7.9";"无降水";"6";"";"";"";"";
"21.11.2024 14:00";"15.2";"764.3";"768.3";"";"60";"从西北偏西方向吹来的风";"3";"";"6";"";" ";"";"";"11.8";"15.3";"";"";"";"";"";"9.0";"7.5";"无降水";"6";"";"";"";"";
"21.11.2024 11:00";"13.3";"765.7";"769.7";"";"65";"无风";"0";"";"";"";" ";"";"";"11.8";"15.3";"";"";"";"";"";"10.0";"6.9";"无降水";"6";"";"";"";"";
"21.11.2024 08:00";"11.9";"766.3";"770.2";"";"76";"从北方吹来的风";"3";"";"6";"";" ";"";"";"11.8";"";"";"";"";"";"";"10.0";"7.8";"无降水";"6";"";"";"";"";
"21.11.2024 05:00";"11.9";"764.9";"768.9";"";"75";"从北方吹来的风";"3";"";"5";"";" ";"";"";"10.7";"15.6";"";"";"";"";"";"9.0";"7.6";"无降水";"6";"";"";"";"";
"21.11.2024 02:00";"12.2";"765.3";"769.3";"";"75";"从北方吹来的风";"3";"";"5";"";" ";"";"";"10.2";"15.6";"";"";"";"";"";"11.0";"7.9";"无降水";"6";"";"";"";"";
"20.11.2024 23:00";"12.5";"765.7";"769.6";"";"75";"从西北偏北方向吹来的风";"2";"";"5";"";" ";"";"";"10.2";"15.6";"";"";"";"";"";"15.0";"8.2";"无降水";"6";"";"";"";"";
"20.11.2024 20:00";"12.8";"765.7";"769.6";"";"73";"从北方吹来的风";"2";"";"5";"";" ";"";"";"10.2";"15.6";"";"";"";"";"";"17.0";"8.1";"无降水";"6";"";"";"";"";
"20.11.2024 17:00";"13.8";"765.1";"769.0";"";"70";"从东北偏北方向吹来的风";"3";"";"4";"";" ";"";"";"10.2";"15.6";"";"";"";"";"";"14.0";"8.4";"无降水";"6";"";"";"";"";
"20.11.2024 14:00";"14.5";"764.6";"768.6";"";"66";"从西北偏北方向吹来的风";"2";"";"4";"";" ";"";"";"10.2";"15.6";"";"";"";"";"";"16.0";"8.2";"无降水";"6";"";"";"";"";
"20.11.2024 11:00";"15.2";"766.0";"769.9";"";"61";"从东北偏东方向吹来的风";"2";"";"";"";" ";"";"";"10.2";"15.6";"";"";"";"";"";"18.0";"7.7";"无降水";"6";"";"";"";"";
"20.11.2024 08:00";"12.0";"766.9";"770.9";"";"86";"从西北方吹来的风";"1";"";"3";"";" ";"";"";"10.2";"14.1";"";"";"";"";"";"17.0";"9.7";"无降水";"6";"";"";"";"";
"20.11.2024 05:00";"10.7";"766.2";"770.2";"";"91";"从西北方吹来的风";"2";"";"4";"";" ";"";"";"10.2";"14.1";"";"";"";"";"";"16.0";"9.3";"无降水";"6";"";"";"";"";
"20.11.2024 02:00";"10.8";"766.6";"770.5";"";"87";"从西北方吹来的风";"2";"";"5";"";" ";"";"";"10.7";"14.1";"";"";"";"";"";"19.0";"8.7";"无降水";"6";"";"";"";"";
"19.11.2024 23:00";"11.6";"766.7";"770.7";"";"81";"从西北偏西方向吹来的风";"2";"";"6";"";" ";"";"";"11.6";"14.1";"";"";"";"";"";"21.0";"8.5";"无降水";"6";"";"";"";"";
"19.11.2024 20:00";"12.7";"767.2";"771.2";"";"75";"从西北偏西方向吹来的风";"2";"";"6";"";" ";"";"";"12.0";"14.1";"";"";"";"";"";"21.0";"8.4";"无降水";"6";"";"";"";"";
"19.11.2024 17:00";"13.2";"767.2";"771.1";"";"73";"从西方吹来的风";"2";"";"6";"";" ";"";"";"12.0";"14.2";"";"";"";"";"";"20.0";"8.5";"无降水";"6";"";"";"";"";
"19.11.2024 14:00";"13.6";"767.5";"771.4";"";"67";"从西北偏北方向吹来的风";"2";"";"6";"";" ";"";"";"12.0";"15.0";"";"";"";"";"";"21.0";"7.6";"无降水";"6";"";"";"";"";
"19.11.2024 11:00";"13.8";"768.6";"772.6";"";"62";"从东北方吹来的风";"2";"";"7";"";" ";"";"";"12.0";"15.1";"";"";"";"";"";"24.0";"6.7";"无降水";"6";"";"";"";"";
"19.11.2024 08:00";"12.2";"769.3";"773.3";"";"67";"从东北方吹来的风";"3";"";"7";"";" ";"";"";"12.0";"15.1";"";"";"";"";"";"25.0";"6.3";"无降水";"6";"";"";"";"";
"19.11.2024 05:00";"12.1";"769.1";"773.1";"";"67";"从东北偏北方向吹来的风";"2";"";"9";"";" ";"";"";"12.1";"15.1";"";"";"";"";"";"27.0";"6.2";"无降水";"6";"";"";"";"";
"19.11.2024 02:00";"12.5";"769.3";"773.2";"";"67";"从东北偏北方向吹来的风";"3";"";"9";"";" ";"";"";"12.5";"15.1";"";"";"";"";"";"23.0";"6.5";"无降水";"6";"";"";"";"";
"18.11.2024 23:00";"12.9";"769.9";"773.8";"";"64";"从东北方吹来的风";"3";"";"9";"";" ";"";"";"12.9";"15.1";"";"";"";"";"";"24.0";"6.3";"无降水";"6";"";"";"";"";
"18.11.2024 20:00";"13.3";"770.0";"774.0";"";"61";"从东北方吹来的风";"4";"";"9";"";" ";"";"";"13.0";"15.1";"";"";"";"";"";"25.0";"5.9";"无降水";"6";"";"";"";"";
"18.11.2024 17:00";"14.2";"768.9";"772.9";"";"58";"从东北方吹来的风";"4";"";"9";"";" ";"";"";"13.0";"15.1";"";"";"";"";"";"26.0";"6.1";"无降水";"6";"";"";"";"";
"18.11.2024 14:00";"14.8";"768.9";"772.9";"";"55";"从东北偏北方向吹来的风";"4";"";"11";"";" ";"";"";"13.0";"15.6";"";"";"";"";"";"26.0";"5.9";"无降水";"6";"";"";"";"";
"18.11.2024 11:00";"14.4";"770.5";"774.5";"";"53";"从东北方吹来的风";"4";"";"11";"";" ";"";"";"13.0";"15.8";"";"";"";"";"";"26.0";"5.0";"无降水";"6";"";"";"";"";
"18.11.2024 08:00";"13.1";"770.7";"774.7";"";"60";"从东北方吹来的风";"5";"";"11";"";" ";"";"";"13.0";"";"";"";"";"";"";"30.0";"5.5";"无降水";"6";"";"";"";"";
"18.11.2024 05:00";"13.3";"769.4";"773.4";"";"64";"从东北偏北方向吹来的风";"4";"";"11";"";" ";"";"";"13.3";"";"";"";"";"";"";"29.0";"6.6";"无降水";"6";"";"";"";"";
"18.11.2024 02:00";"13.9";"769.0";"773.0";"";"65";"从东北偏北方向吹来的风";"4";"";"11";"";" ";"";"";"13.8";"";"";"";"";"";"";"24.0";"7.4";"无降水";"6";"";"";"";"";
"17.11.2024 23:00";"14.2";"768.9";"772.9";"";"67";"从北方吹来的风";"4";"";"11";"";" ";"";"";"13.8";"";"";"";"";"";"";"23.0";"8.2";"无降水";"6";"";"";"";"";
"17.11.2024 20:00";"14.1";"768.1";"772.0";"";"71";"从东北方吹来的风";"3";"";"14";"";" ";"";"";"13.8";"20.5";"";"";"";"";"";"26.0";"8.9";"无降水";"6";"";"";"";"";
"17.11.2024 17:00";"14.9";"766.4";"770.3";"";"70";"从东北方吹来的风";"5";"";"14";"";"小雨（不冻） ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"13.8";"21.1";"";"";"";"";"";"23.0";"9.5";"无降水";"6";"";"";"";"";
"17.11.2024 14:00";"15.4";"764.9";"768.8";"";"77";"无风";"0";"";"";"";"间歇性毛毛雨，不冻，在观测时是微弱的 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.8";"21.9";"";"";"";"";"";"13.0";"11.4";"3.0";"6";"";"";"";"";
"17.11.2024 11:00";"14.7";"765.1";"769.0";"";"87";"无风";"0";"";"";"";"小雨（不冻） ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"13.8";"22.1";"";"";"";"";"";"16.0";"12.6";"7.0";"6";"";"";"";"";
"17.11.2024 08:00";"16.9";"763.3";"767.2";"";"97";"从东北偏北方向吹来的风";"5";"";"9";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.9";"22.1";"";"";"";"";"";"3.4";"16.4";"5.0";"6";"";"";"";"";
"17.11.2024 05:00";"18.1";"761.0";"764.8";"";"93";"从东北偏北方向吹来的风";"4";"";"7";"";"小雨（不冻） ";"";"";"17.9";"22.1";"";"";"";"";"";"4.6";"17.0";"0.9";"6";"";"";"";"";
"17.11.2024 02:00";"19.1";"760.2";"764.0";"";"91";"从东北方吹来的风";"3";"";"6";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"19.1";"22.1";"";"";"";"";"";"4.0";"17.6";"0.9";"6";"";"";"";"";
"16.11.2024 23:00";"19.8";"759.8";"763.6";"";"97";"从北方吹来的风";"2";"";"6";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"19.8";"22.1";"";"";"";"";"";"1.7";"19.3";"0.7";"6";"";"";"";"";
"16.11.2024 20:00";"20.5";"759.4";"763.3";"";"92";"从北方吹来的风";"2";"";"6";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.9";"22.1";"";"";"";"";"";"4.3";"19.2";"无降水";"6";"";"";"";"";
"16.11.2024 17:00";"21.1";"758.2";"762.0";"";"91";"从东北偏北方向吹来的风";"3";"";"6";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.9";"22.1";"";"";"";"";"";"4.4";"19.6";"无降水";"6";"";"";"";"";
"16.11.2024 14:00";"21.7";"757.6";"761.5";"";"92";"从北方吹来的风";"2";"";"4";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.9";"22.1";"";"";"";"";"";"3.6";"20.3";"0.1";"6";"";"";"";"";
"16.11.2024 11:00";"20.9";"759.0";"762.8";"";"96";"从东北偏北方向吹来的风";"2";"";"4";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.9";"21.9";"";"";"";"";"";"2.7";"20.2";"0.3";"6";"";"";"";"";
"16.11.2024 08:00";"20.0";"758.6";"762.4";"";"100";"从东北偏东方向吹来的风";"2";"";"";"";"间歇性毛毛雨，不冻，在观测时是微弱的 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.8";"21.9";"";"";"";"";"";"1.0";"20.0";"0.2";"6";"";"";"";"";
"16.11.2024 02:00";"20.4";"757.6";"761.5";"";"97";"从东北偏东方向吹来的风";"1";"";"5";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.2";"21.9";"";"";"";"";"";"3.9";"19.9";"无降水";"6";"";"";"";"";
"15.11.2024 23:00";"20.5";"757.8";"761.6";"";"98";"无风";"0";"";"";"";"薄雾 ";"";"";"19.2";"21.9";"";"";"";"";"";"4.4";"20.2";"0.1";"6";"";"";"";"";
"15.11.2024 20:00";"20.9";"757.6";"761.5";"";"97";"从北方吹来的风";"2";"";"5";"";"小雨（不冻） ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"19.2";"21.9";"";"";"";"";"";"3.5";"20.4";"0.1";"6";"";"";"";"";
"15.11.2024 17:00";"21.3";"756.7";"760.5";"";"95";"从东北偏东方向吹来的风";"1";"";"";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.2";"21.9";"";"";"";"";"";"4.7";"20.5";"无降水";"6";"";"";"";"";
"15.11.2024 14:00";"21.8";"756.4";"760.3";"";"93";"从东北偏北方向吹来的风";"2";"";"3";"";"小雨（不冻） ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"19.2";"21.9";"";"";"";"";"";"4.3";"20.6";"1.0";"6";"";"";"";"";
"15.11.2024 11:00";"20.8";"758.1";"761.9";"";"99";"从西北方吹来的风";"1";"";"3";"";"小雨（不冻） ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"19.2";"21.9";"";"";"";"";"";"2.8";"20.6";"7.0";"6";"";"";"";"";
"15.11.2024 08:00";"19.8";"758.5";"762.3";"";"100";"从西北方吹来的风";"1";"";"3";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.2";"";"";"";"";"";"";"1.7";"19.8";"6.0";"6";"";"";"";"";
"15.11.2024 05:00";"19.4";"757.6";"761.4";"";"100";"从西北偏北方向吹来的风";"1";"";"4";"";"薄雾 ";"";"";"17.7";"";"";"";"";"";"";"1.6";"19.4";"无降水";"6";"";"";"";"";
"15.11.2024 02:00";"19.4";"757.8";"761.6";"";"100";"从西北偏北方向吹来的风";"1";"";"4";"";"小雨（不冻） ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"17.7";"22.0";"";"";"";"";"";"1.3";"19.4";"0.2";"6";"";"";"";"";
"14.11.2024 23:00";"19.4";"758.3";"762.1";"";"100";"从西南偏南方向吹来的风";"1";"";"4";"";"薄雾 ";"";"";"17.7";"22.0";"";"";"";"";"";"1.3";"19.4";"2.0";"6";"";"";"";"";
"14.11.2024 20:00";"19.8";"758.5";"762.3";"";"100";"从西南偏南方向吹来的风";"2";"";"4";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"17.7";"22.0";"";"";"";"";"";"1.8";"19.8";"4.0";"6";"";"";"";"";
"14.11.2024 17:00";"20.3";"757.6";"761.5";"";"97";"从西南方吹来的风";"1";"";"3";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"17.7";"22.0";"";"";"";"";"";"2.7";"19.8";"2.0";"6";"";"";"";"";
"14.11.2024 14:00";"21.8";"757.0";"760.8";"";"85";"从西南偏南方向吹来的风";"1";"";"3";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"17.7";"22.6";"";"";"";"";"";"8.0";"19.2";"无降水";"6";"";"";"";"";
"14.11.2024 11:00";"21.8";"758.8";"762.7";"";"79";"从南方吹来的风";"2";"";"3";"";" ";"";"";"17.7";"22.6";"";"";"";"";"";"8.0";"18.0";"无降水";"6";"";"";"";"";
"14.11.2024 08:00";"19.7";"758.9";"762.7";"";"88";"从南方吹来的风";"2";"";"3";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.5";"22.6";"";"";"";"";"";"4.7";"17.7";"无降水";"6";"";"";"";"";
"14.11.2024 05:00";"18.0";"757.9";"761.8";"";"94";"从西南偏南方向吹来的风";"1";"";"4";"";"霾 ";"";"";"14.9";"22.6";"";"";"";"";"";"5.0";"17.0";"无降水";"6";"";"";"";"";
"14.11.2024 02:00";"19.6";"758.6";"762.4";"";"87";"从西南偏南方向吹来的风";"1";"";"5";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.9";"22.6";"";"";"";"";"";"6.0";"17.4";"无降水";"6";"";"";"";"";
"13.11.2024 23:00";"20.0";"759.7";"763.5";"";"86";"从西南偏南方向吹来的风";"1";"";"5";"";"霾 ";"";"";"";"22.6";"";"";"";"";"";"4.2";"17.6";"无降水";"6";"";"";"";"";
"13.11.2024 20:00";"20.5";"759.9";"763.8";"";"83";"从东北偏东方向吹来的风";"2";"";"5";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.9";"22.6";"";"";"";"";"";"4.6";"17.5";"无降水";"6";"";"";"";"";
"13.11.2024 17:00";"21.4";"759.3";"763.2";"";"75";"从东方吹来的风";"2";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.9";"22.6";"";"";"";"";"";"6.0";"16.8";"无降水";"6";"";"";"";"";
"13.11.2024 14:00";"22.6";"759.4";"763.2";"";"64";"从东南方吹来的风";"2";"";"5";"";" ";"";"";"14.9";"22.6";"";"";"";"";"";"12.0";"15.5";"无降水";"6";"";"";"";"";
"13.11.2024 11:00";"21.2";"761.5";"765.4";"";"71";"从东北偏东方向吹来的风";"2";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.9";"22.1";"";"";"";"";"";"5.0";"15.7";"无降水";"6";"";"";"";"";
"13.11.2024 08:00";"16.4";"761.3";"765.2";"";"94";"从西方吹来的风";"0";"";"5";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.9";"22.1";"";"";"";"";"";"3.2";"15.4";"无降水";"6";"";"";"";"";
"13.11.2024 05:00";"14.9";"760.3";"764.2";"";"98";"从北方吹来的风";"1";"";"5";"";"薄雾 ";"";"";"13.4";"22.1";"";"";"";"";"";"2.5";"14.6";"无降水";"6";"";"";"";"";
"13.11.2024 02:00";"16.0";"760.6";"764.5";"";"94";"从东南偏东方向吹来的风";"1";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.4";"22.1";"";"";"";"";"";"3.8";"15.0";"无降水";"6";"";"";"";"";
"12.11.2024 23:00";"16.7";"761.2";"765.1";"-0.1";"88";"从东方吹来的风";"1";"";"7";"";"霾 ";"";"";"13.4";"22.1";"";"";"2500或更高，或无云。";"";"";"6.0";"14.7";"无降水";"12";"";"";"";"";
"12.11.2024 20:00";"18.2";"761.3";"765.2";"0.5";"75";"从东北方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.4";"22.1";"";"";"2500或更高，或无云。";"";"";"10.0";"13.7";"无降水";"12";"";"";"";"";
"12.11.2024 17:00";"20.1";"760.8";"764.7";"0.1";"53";"从东北偏东方向吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.4";"22.1";"";"";"2500或更高，或无云。";"";"";"19.0";"10.2";"无降水";"12";"";"";"";"";
"12.11.2024 14:00";"21.6";"760.7";"764.6";"-2.1";"47";"从东方吹来的风";"3";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"13.4";"22.3";"";"";"2500或更高，或无云。";"";"";"10.0";"9.8";"无降水";"12";"";"";"";"";
